Date;Day;Month;Year;Customer_Age;Age_Group;Customer_Gender;Country;State;Product_Category;Sub_Category;Product;Order_Quantity;Unit_Cost;Unit_Price;Profit;Cost;Revenue;Size;Color;Material;Warranty;Manufacturer;Rating;Shipping_Weight;Delivery_Time;Discount;Eco_Friendly;Shipping_Cost;Shipping_Company;Shipping_Type;Insurance;Return_Policy
16-06-2015;16;June;2015;19;Youth (<25);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;8;2;5;22;16;38;Extra Large;Green;Plastic;Lifetime;Manufacturer B;5;1.16;2;6;False;86.44;DHL;Express;None;No Return
16-06-2021;16;June;2021;19;Youth (<25);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;8;2;5;22;16;38;Small;Red;Steel;Lifetime;Manufacturer D;1;4.77;3;15;True;77.64;GLS;Express;None;7 Days
16-06-2014;16;June;2014;19;Youth (<25);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;8;2;5;22;16;38;Medium;White;Aluminum;2 Years;Manufacturer A;1;10.9;1;5;True;18.94;GLS;Next Day;Basic;7 Days
16-06-2013;16;June;2013;19;Youth (<25);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;7;2;5;20;14;34;Extra Large;White;Plastic;3 Years;Manufacturer B;3;10.15;5;16;False;70.58;GLS;Standard;Premium;No Return
30-06-2018;30;June;2018;19;Youth (<25);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;5;2;5;14;10;24;Large;White;Plastic;1 Year;Manufacturer B;4;3.32;6;19;True;94.78;Posti;Next Day;Premium;60 Days
30-06-2018;30;June;2018;19;Youth (<25);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;20;2;5;56;40;96;Small;Red;Carbon Fiber;2 Years;Manufacturer C;1;14.97;4;9;False;69.84;Posti;Next Day;Premium;30 Days
30-06-2019;30;June;2019;19;Youth (<25);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;5;2;5;14;10;24;Small;White;Aluminum;1 Year;Manufacturer D;3;9.58;8;24;True;36.5;FedEx;Standard;Basic;7 Days
30-06-2023;30;June;2023;19;Youth (<25);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;20;2;5;56;40;96;Small;Green;Aluminum;Lifetime;Manufacturer C;2;5.24;9;3;False;52.56;UPS;Same Day;None;30 Days
08-02-2014;8;February;2014;23;Youth (<25);M;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;13;2;5;27;26;53;Extra Large;White;Aluminum;1 Year;Manufacturer D;3;6.19;4;5;True;66.34;Posti;Express;None;60 Days
08-02-2017;8;February;2017;23;Youth (<25);M;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;34;32;66;Extra Large;Blue;Plastic;2 Years;Manufacturer B;3;13.83;8;19;False;53.5;UPS;Next Day;None;60 Days
08-02-2018;8;February;2018;23;Youth (<25);M;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;13;2;5;27;26;53;Extra Large;Blue;Plastic;2 Years;Manufacturer D;3;6.75;4;20;False;16.4;DHL;Next Day;Premium;7 Days
08-02-2021;8;February;2021;23;Youth (<25);M;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;14;2;5;29;28;57;Medium;Blue;Steel;3 Years;Manufacturer A;1;4.0;1;4;False;34.65;FedEx;Express;Basic;7 Days
19-03-2014;19;March;2014;28;Young Adults (25-34);M;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;27;2;5;57;54;111;Large;Green;Aluminum;Lifetime;Manufacturer C;1;5.48;6;18;False;81.23;Posti;Express;None;60 Days
19-03-2022;19;March;2022;28;Young Adults (25-34);M;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;24;2;5;50;48;98;Small;Black;Steel;Lifetime;Manufacturer A;2;8.19;5;13;True;86.83;DHL;Same Day;Premium;30 Days
16-08-2023;16;August;2023;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;3;2;5;8;6;14;Small;White;Steel;3 Years;Manufacturer C;5;2.79;1;10;False;18.04;UPS;Same Day;Premium;30 Days
16-08-2017;16;August;2017;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;23;2;5;64;46;110;Medium;Red;Steel;3 Years;Manufacturer D;5;1.24;5;17;False;95.48;UPS;Same Day;None;30 Days
16-08-2019;16;August;2019;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;3;2;5;Small;Black;Aluminum;Lifetime;Manufacturer A;5;6.35;7;6;False;36.24;GLS;Standard;Premium;No Return
16-08-2017;16;August;2017;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;21;2;5;59;42;101;Medium;Red;Aluminum;2 Years;Manufacturer D;2;13.5;7;2;False;67.92;Posti;Express;None;60 Days
25-08-2022;25;August;2022;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;11;2;5;31;22;53;Extra Large;White;Plastic;1 Year;Manufacturer A;5;13.94;8;5;False;76.42;UPS;Express;Basic;No Return
25-08-2014;25;August;2014;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;17;2;5;48;34;82;Large;Red;Plastic;3 Years;Manufacturer A;5;12.57;9;21;False;82.13;Posti;Same Day;Basic;No Return
25-08-2018;25;August;2018;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;10;2;5;28;20;48;Extra Large;White;Plastic;Lifetime;Manufacturer B;3;2.97;3;1;True;94.85;DHL;Next Day;Premium;No Return
25-08-2022;25;August;2022;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;45;32;77;Large;Red;Aluminum;2 Years;Manufacturer B;1;1.21;3;3;False;34.73;FedEx;Next Day;Premium;7 Days
23-12-2022;23;December;2022;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;26;2;5;73;52;125;Small;White;Aluminum;Lifetime;Manufacturer D;1;8.15;4;8;False;86.56;Posti;Standard;Basic;60 Days
23-12-2023;23;December;2023;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;19;2;5;53;38;91;Small;Blue;Plastic;2 Years;Manufacturer D;3;10.31;5;12;True;17.51;FedEx;Standard;None;No Return
23-12-2017;23;December;2017;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;24;2;5;67;48;115;Small;Black;Steel;1 Year;Manufacturer C;3;10.01;1;4;False;71.98;FedEx;Standard;Basic;No Return
23-12-2017;23;December;2017;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;21;2;5;59;42;101;Extra Large;Black;Aluminum;1 Year;Manufacturer B;3;4.42;6;4;False;75.49;DHL;Standard;Premium;7 Days
06-01-2014;6;January;2014;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;17;2;5;48;34;82;Extra Large;Black;Steel;Lifetime;Manufacturer C;1;5.4;1;16;True;69.38;Posti;Next Day;None;No Return
06-01-2019;6;January;2019;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;13;2;5;36;26;62;Large;White;Carbon Fiber;2 Years;Manufacturer D;5;14.53;4;20;False;28.97;FedEx;Express;Premium;30 Days
06-01-2016;6;January;2016;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;17;2;5;48;34;82;Medium;Red;Carbon Fiber;Lifetime;Manufacturer C;3;6.69;1;7;True;87.94;DHL;Same Day;Premium;60 Days
06-01-2015;6;January;2015;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;11;2;5;31;22;53;Medium;White;Aluminum;2 Years;Manufacturer B;2;9.9;2;25;True;21.04;DHL;Next Day;Basic;No Return
03-04-2019;3;April;2019;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;26;2;5;73;52;125;Large;Black;Carbon Fiber;Lifetime;Manufacturer A;3;7.76;2;28;True;10.1;UPS;Express;None;No Return
03-04-2013;3;April;2013;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;19;2;5;53;38;91;Large;Red;Steel;2 Years;Manufacturer A;4;12.89;8;19;True;73.16;DHL;Express;None;No Return
03-04-2014;3;April;2014;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;28;2;5;78;56;134;Small;Black;Plastic;3 Years;Manufacturer A;3;12.65;6;14;True;50.17;DHL;Standard;None;60 Days
03-04-2023;3;April;2023;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;21;2;5;59;42;101;Extra Large;Green;Aluminum;Lifetime;Manufacturer D;1;9.91;6;1;False;85.66;GLS;Same Day;None;60 Days
01-06-2020;1;June;2020;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;14;2;5;39;28;67;Large;White;Carbon Fiber;Lifetime;Manufacturer D;3;14.01;3;0;False;41.42;DHL;Same Day;Premium;30 Days
01-06-2022;1;June;2022;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;2;2;5;6;4;10;Medium;Red;Carbon Fiber;2 Years;Manufacturer A;4;3.51;8;27;False;20.99;Posti;Standard;Premium;60 Days
01-06-2023;1;June;2023;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;13;2;5;36;26;62;Large;Red;Steel;Lifetime;Manufacturer B;2;8.28;7;1;True;84.46;FedEx;Standard;Basic;7 Days
01-06-2021;1;June;2021;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;3;2;5;Large;Green;Aluminum;2 Years;Manufacturer D;5;3.9;5;15;True;57.15;FedEx;Next Day;Basic;7 Days
19-06-2019;19;June;2019;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;15;2;5;42;30;72;Extra Large;Red;Carbon Fiber;2 Years;Manufacturer C;3;1.99;5;29;True;22.97;Posti;Next Day;Premium;30 Days
19-06-2020;19;June;2020;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;9;2;5;25;18;43;Small;Black;Steel;3 Years;Manufacturer A;4;11.69;6;13;True;73.44;FedEx;Standard;None;7 Days
19-06-2021;19;June;2021;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;17;2;5;48;34;82;Extra Large;Blue;Aluminum;2 Years;Manufacturer C;4;9.38;1;12;True;53.56;GLS;Standard;Basic;60 Days
19-06-2017;19;June;2017;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;8;2;5;22;16;38;Medium;Red;Steel;2 Years;Manufacturer A;2;2.01;7;4;True;62.41;UPS;Express;None;30 Days
21-06-2019;21;June;2019;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;3;2;5;Small;Red;Steel;2 Years;Manufacturer D;1;14.84;1;11;True;48.79;FedEx;Standard;None;No Return
21-06-2016;21;June;2016;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;45;32;77;Extra Large;White;Aluminum;1 Year;Manufacturer C;3;1.71;2;2;False;83.73;FedEx;Standard;Basic;60 Days
21-06-2015;21;June;2015;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;2;2;5;6;4;10;Medium;Red;Plastic;3 Years;Manufacturer C;4;10.47;6;11;False;83.81;UPS;Next Day;None;60 Days
21-06-2022;21;June;2022;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;17;2;5;48;34;82;Extra Large;Green;Plastic;Lifetime;Manufacturer A;2;9.26;1;12;True;72.39;UPS;Express;Basic;No Return
29-06-2013;29;June;2013;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;23;2;5;64;46;110;Extra Large;Red;Carbon Fiber;Lifetime;Manufacturer C;5;6.51;1;5;False;15.01;DHL;Next Day;Basic;30 Days
29-06-2022;29;June;2022;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;3;2;5;Medium;Red;Plastic;2 Years;Manufacturer D;4;12.98;5;6;False;84.69;Posti;Express;None;60 Days
29-06-2016;29;June;2016;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;21;2;5;59;42;101;Medium;Red;Carbon Fiber;1 Year;Manufacturer A;2;5.57;9;24;False;68.75;UPS;Standard;Premium;60 Days
29-06-2023;29;June;2023;28;Young Adults (25-34);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;3;2;5;Extra Large;Green;Plastic;1 Year;Manufacturer A;1;12.43;4;18;True;71.22;GLS;Next Day;Premium;7 Days
19-02-2017;19;February;2017;28;Young Adults (25-34);F;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;2;2;5;4;4;8;Small;White;Carbon Fiber;3 Years;Manufacturer D;1;9.1;7;7;False;39.48;UPS;Express;None;60 Days
19-02-2020;19;February;2020;28;Young Adults (25-34);F;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;22;2;5;46;44;90;Medium;Green;Plastic;Lifetime;Manufacturer A;4;6.19;9;14;True;88.53;DHL;Standard;Premium;No Return
19-02-2022;19;February;2022;28;Young Adults (25-34);F;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;2;2;4;Large;Red;Steel;1 Year;Manufacturer A;4;5.49;3;5;True;73.91;UPS;Standard;Basic;No Return
19-02-2021;19;February;2021;28;Young Adults (25-34);F;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;21;2;5;44;42;86;Medium;Black;Carbon Fiber;2 Years;Manufacturer A;3;4.29;7;7;True;15.7;DHL;Standard;Premium;No Return
24-02-2017;24;February;2017;28;Young Adults (25-34);F;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;30;2;5;63;60;123;Large;Green;Plastic;3 Years;Manufacturer D;2;0.75;1;0;True;43.74;DHL;Express;None;7 Days
24-02-2017;24;February;2017;28;Young Adults (25-34);F;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;18;2;5;38;36;74;Small;Green;Steel;1 Year;Manufacturer B;4;9.5;7;24;True;89.21;DHL;Standard;None;30 Days
24-02-2018;24;February;2018;28;Young Adults (25-34);F;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;31;2;5;65;62;127;Small;Red;Steel;2 Years;Manufacturer C;3;7.09;2;11;False;9.48;Posti;Express;None;30 Days
24-02-2019;24;February;2019;28;Young Adults (25-34);F;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;34;32;66;Large;Black;Steel;2 Years;Manufacturer A;3;5.39;3;17;False;96.33;FedEx;Express;Basic;30 Days
25-03-2019;25;March;2019;28;Young Adults (25-34);F;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;28;2;5;59;56;115;Medium;Blue;Plastic;3 Years;Manufacturer C;4;3.04;2;2;False;69.52;DHL;Next Day;None;7 Days
25-03-2021;25;March;2021;28;Young Adults (25-34);F;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;26;2;5;55;52;107;Extra Large;Black;Aluminum;1 Year;Manufacturer C;1;0.51;8;20;False;64.98;Posti;Standard;Premium;7 Days
18-04-2013;18;April;2013;28;Young Adults (25-34);F;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;3;2;5;6;6;12;Large;Black;Aluminum;1 Year;Manufacturer B;2;10.3;4;6;False;30.7;UPS;Standard;Basic;No Return
18-04-2019;18;April;2019;28;Young Adults (25-34);F;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;8;2;5;17;16;33;Extra Large;Green;Plastic;3 Years;Manufacturer D;2;12.97;3;27;False;28.64;FedEx;Express;Basic;7 Days
18-04-2022;18;April;2022;28;Young Adults (25-34);F;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;2;2;5;4;4;8;Small;Blue;Plastic;Lifetime;Manufacturer C;1;5.6;8;10;False;94.5;DHL;Same Day;Basic;30 Days
18-04-2013;18;April;2013;28;Young Adults (25-34);F;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;5;2;5;11;10;21;Large;White;Aluminum;3 Years;Manufacturer A;4;8.35;8;16;True;33.34;DHL;Standard;Premium;30 Days
16-11-2023;16;November;2023;53;Adults (35-64);M;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;20;2;5;42;40;82;Small;Black;Steel;Lifetime;Manufacturer B;2;9.17;2;19;False;78.67;DHL;Next Day;Basic;7 Days
16-11-2019;16;November;2019;53;Adults (35-64);M;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;34;32;66;Medium;Red;Aluminum;2 Years;Manufacturer C;4;4.08;1;15;True;42.35;FedEx;Express;None;No Return
16-11-2016;16;November;2016;53;Adults (35-64);M;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;18;2;5;38;36;74;Small;White;Plastic;3 Years;Manufacturer D;4;7.58;5;6;False;18.23;DHL;Standard;Premium;7 Days
16-11-2017;16;November;2017;53;Adults (35-64);M;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;34;32;66;Large;White;Plastic;1 Year;Manufacturer B;3;10.15;4;29;False;6.02;UPS;Next Day;Premium;30 Days
09-12-2023;9;December;2023;53;Adults (35-64);M;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;7;2;5;15;14;29;Large;Red;Plastic;Lifetime;Manufacturer B;1;13.21;4;7;True;56.7;FedEx;Standard;Premium;No Return
09-12-2023;9;December;2023;53;Adults (35-64);M;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;19;2;5;40;38;78;Medium;Blue;Plastic;Lifetime;Manufacturer A;4;12.2;2;20;True;97.7;GLS;Standard;Basic;60 Days
09-12-2023;9;December;2023;53;Adults (35-64);M;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;4;2;5;8;8;16;Large;Black;Plastic;3 Years;Manufacturer D;5;13.11;9;9;False;40.07;Posti;Next Day;Basic;30 Days
09-12-2013;9;December;2013;53;Adults (35-64);M;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;34;32;66;Small;Green;Steel;3 Years;Manufacturer B;1;14.95;2;19;True;38.93;UPS;Same Day;None;60 Days
19-02-2016;19;February;2016;53;Adults (35-64);M;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;2;2;5;4;4;8;Medium;Blue;Steel;1 Year;Manufacturer D;2;4.3;6;4;False;37.69;UPS;Express;Premium;30 Days
19-02-2018;19;February;2018;53;Adults (35-64);M;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;17;2;5;36;34;70;Small;White;Steel;Lifetime;Manufacturer A;3;11.04;9;4;False;54.45;DHL;Express;None;30 Days
19-02-2018;19;February;2018;53;Adults (35-64);M;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;4;2;5;8;8;16;Small;White;Carbon Fiber;Lifetime;Manufacturer C;2;8.64;7;6;True;46.86;Posti;Next Day;None;30 Days
19-02-2022;19;February;2022;53;Adults (35-64);M;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;14;2;5;29;28;57;Large;Red;Carbon Fiber;1 Year;Manufacturer B;2;9.0;6;22;False;88.59;GLS;Next Day;None;No Return
10-03-2018;10;March;2018;53;Adults (35-64);M;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;28;2;5;59;56;115;Large;Red;Carbon Fiber;Lifetime;Manufacturer A;1;4.7;8;29;True;53.02;Posti;Standard;None;No Return
10-03-2016;10;March;2016;53;Adults (35-64);M;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;12;2;5;25;24;49;Extra Large;White;Carbon Fiber;1 Year;Manufacturer D;2;12.81;6;28;True;53.24;GLS;Same Day;None;No Return
10-03-2018;10;March;2018;53;Adults (35-64);M;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;26;2;5;55;52;107;Extra Large;Blue;Plastic;1 Year;Manufacturer B;4;11.94;4;23;False;18.15;UPS;Same Day;None;No Return
10-03-2015;10;March;2015;53;Adults (35-64);M;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;11;2;5;23;22;45;Extra Large;Green;Carbon Fiber;2 Years;Manufacturer A;2;12.41;2;0;True;98.36;UPS;Next Day;Basic;30 Days
13-05-2021;13;May;2021;53;Adults (35-64);M;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;4;2;5;8;8;16;Large;Blue;Plastic;3 Years;Manufacturer A;3;14.96;6;9;False;28.75;Posti;Standard;Premium;60 Days
13-05-2017;13;May;2017;53;Adults (35-64);M;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;34;32;66;Small;White;Steel;1 Year;Manufacturer C;3;4.98;8;18;False;11.97;FedEx;Next Day;None;No Return
13-05-2019;13;May;2019;53;Adults (35-64);M;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;4;2;5;8;8;16;Medium;White;Aluminum;1 Year;Manufacturer C;5;14.63;7;9;True;68.0;DHL;Same Day;Premium;30 Days
13-05-2022;13;May;2022;53;Adults (35-64);M;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;17;2;5;36;34;70;Small;Red;Aluminum;Lifetime;Manufacturer A;3;3.54;9;6;False;61.56;Posti;Next Day;Premium;7 Days
17-12-2021;17;December;2021;53;Adults (35-64);F;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;2;2;4;Small;Blue;Aluminum;1 Year;Manufacturer B;2;1.81;6;16;True;44.44;FedEx;Next Day;Premium;7 Days
17-12-2021;17;December;2021;53;Adults (35-64);F;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;2;2;5;4;4;8;Large;Red;Carbon Fiber;Lifetime;Manufacturer C;3;0.65;3;18;False;45.11;Posti;Express;Basic;30 Days
17-12-2023;17;December;2023;53;Adults (35-64);F;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;3;2;5;6;6;12;Large;Red;Carbon Fiber;3 Years;Manufacturer A;1;3.9;6;23;True;79.58;Posti;Express;Premium;7 Days
17-12-2021;17;December;2021;53;Adults (35-64);F;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;4;2;5;8;8;16;Extra Large;Red;Steel;Lifetime;Manufacturer B;3;5.03;7;3;False;23.59;FedEx;Next Day;Basic;No Return
02-06-2018;2;June;2018;53;Adults (35-64);F;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;29;2;5;61;58;119;Medium;Black;Steel;3 Years;Manufacturer A;4;4.98;5;24;False;82.92;GLS;Standard;None;7 Days
02-06-2019;2;June;2019;53;Adults (35-64);F;France;Seine (Paris);Accessories;Bottles and Cages;Water Bottle - 30 oz.;27;2;5;57;54;111;Large;Green;Carbon Fiber;1 Year;Manufacturer D;1;13.98;7;7;False;66.63;DHL;Same Day;Basic;30 Days
11-06-2015;11;June;2015;52;Adults (35-64);F;France;Essonne;Accessories;Bottles and Cages;Mountain Bottle Cage;2;4;10;11;8;19;Extra Large;Blue;Steel;Lifetime;Manufacturer A;5;5.04;4;0;False;44.8;GLS;Next Day;Basic;30 Days
11-06-2015;11;June;2015;52;Adults (35-64);F;France;Essonne;Accessories;Bottles and Cages;Mountain Bottle Cage;7;4;10;39;28;67;Extra Large;Blue;Plastic;3 Years;Manufacturer A;4;10.06;6;23;False;48.51;FedEx;Standard;None;30 Days
11-06-2015;11;June;2015;52;Adults (35-64);F;France;Essonne;Accessories;Bottles and Cages;Mountain Bottle Cage;1;4;10;6;4;10;Large;Green;Steel;3 Years;Manufacturer D;2;14.79;9;22;False;29.38;FedEx;Same Day;Premium;60 Days
11-06-2022;11;June;2022;52;Adults (35-64);F;France;Essonne;Accessories;Bottles and Cages;Mountain Bottle Cage;7;4;10;39;28;67;Large;Red;Carbon Fiber;1 Year;Manufacturer A;2;4.76;2;2;False;76.45;GLS;Same Day;Premium;60 Days
26-12-2014;26;December;2014;52;Adults (35-64);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;11;2;5;31;22;53;Extra Large;Green;Steel;Lifetime;Manufacturer C;2;14.64;1;10;False;53.72;FedEx;Express;Premium;No Return
26-12-2018;26;December;2018;52;Adults (35-64);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;18;2;5;50;36;86;Large;White;Plastic;3 Years;Manufacturer D;4;11.56;8;22;False;35.48;DHL;Same Day;None;No Return
26-12-2019;26;December;2019;52;Adults (35-64);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;13;2;5;36;26;62;Extra Large;Red;Aluminum;3 Years;Manufacturer C;4;12.28;5;20;False;61.62;Posti;Standard;Premium;60 Days
26-12-2019;26;December;2019;52;Adults (35-64);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;45;32;77;Medium;Red;Carbon Fiber;Lifetime;Manufacturer A;4;8.75;1;25;True;99.59;DHL;Standard;None;60 Days
04-02-2021;4;February;2021;52;Adults (35-64);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;20;2;5;56;40;96;Large;Red;Carbon Fiber;Lifetime;Manufacturer C;1;11.78;2;11;False;46.35;FedEx;Express;Premium;60 Days
04-02-2021;4;February;2021;52;Adults (35-64);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;4;2;5;11;8;19;Extra Large;Blue;Plastic;2 Years;Manufacturer C;1;9.35;7;21;True;92.47;FedEx;Same Day;None;7 Days
04-02-2022;4;February;2022;52;Adults (35-64);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;18;2;5;50;36;86;Small;Red;Aluminum;1 Year;Manufacturer A;2;7.53;7;25;True;37.78;FedEx;Express;Premium;7 Days
04-02-2021;4;February;2021;52;Adults (35-64);F;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;3;2;5;8;6;14;Large;Black;Aluminum;1 Year;Manufacturer A;3;12.89;6;8;True;10.2;UPS;Standard;None;60 Days
